num,id,name,hours,n,y,gnum
26,97298878,Medal of Honor(TM) Multiplayer,44,0,1,24
26,97298878,Max Payne 2 The Fall of Max Payne,32,0,1,24
26,97298878,Middle-earth Shadow of Mordor,26,0,1,24
26,97298878,Mafia II,15.9,0,1,24
26,97298878,Nosgoth,15.8,0,1,24
26,97298878,Race The Sun,10.5,0,1,24
26,97298878,Space Pirates and Zombies,9.5,0,1,24
26,97298878,Revenge of the Titans,9.2,0,1,24
26,97298878,Team Fortress 2,9,0,1,24
26,97298878,Dota 2,8.6,0,1,24
26,97298878,A Virus Named TOM,8.3,0,1,24
26,97298878,Europa Universalis III,8.3,0,1,24
26,97298878,Awesomenauts,8.2,0,1,24
26,97298878,Super Puzzle Platformer Deluxe,5.9,0,1,24
26,97298878,Super Meat Boy,4.7,0,1,24
26,97298878,LIMBO,1.3,0,1,24
26,97298878,Mark of the Ninja,0.9,0,1,24
26,97298878,Burnout Paradise The Ultimate Box,0.6,0,1,24
26,97298878,Mirror's Edge,0.5,0,1,24
26,97298878,Crysis 2 Maximum Edition,0.5,0,1,24
26,97298878,Painkiller Overdose,0.4,0,1,24
26,97298878,Cogs,0.2,0,1,24
26,97298878,Crayon Physics Deluxe,0.2,0,1,24
26,97298878,Osmos,0.1,0,1,24
27,173909336,America's Army Proving Grounds,1118,0,1,3
27,173909336,Tom Clancy's Ghost Recon Phantoms - NA,17.2,0,1,3
27,173909336,APB Reloaded,5.9,0,1,3
28,198572546,Dota 2,12.7,0,1,1
29,219509107,Dota 2,2.1,0,1,1
30,202906503,Dota 2,10.4,0,1,1
31,92107940,The Elder Scrolls V Skyrim,110,0,1,9
31,92107940,7 Days to Die,99,0,1,9
31,92107940,Garry's Mod,40,0,1,9
31,92107940,Far Cry 3 Blood Dragon,30,0,1,9
31,92107940,ORION Prelude,10,0,1,9
31,92107940,Hotline Miami,8.4,0,1,9
31,92107940,Goat Simulator,1.9,0,1,9
31,92107940,Hotline Miami 2 Wrong Number,0.8,0,1,9
31,92107940,Amnesia A Machine for Pigs,0.5,0,1,9
32,251431515,Dota 2,0.9,0,1,1
33,233558010,Batman Arkham City GOTY,79,0,1,2
33,233558010,Deadpool,34,0,1,2
34,99189757,Team Fortress 2,1085,0,1,1
35,30695285,Counter-Strike Condition Zero,36,0,1,2
35,30695285,Counter-Strike,0.2,0,1,2
36,259648553,Mad Max,16.9,1,2,1
37,201069271,Dota 2,4.8,1,2,1
38,48845802,Counter-Strike,211,1,2,11
38,48845802,Mount & Blade Warband,78,1,2,11
38,48845802,Counter-Strike Condition Zero,60,1,2,11
38,48845802,Castle Crashers,31,1,2,11
38,48845802,Call of Duty Black Ops,11.3,1,2,11
38,48845802,Call of Duty Black Ops - Multiplayer,10,1,2,11
38,48845802,Tom Clancy's Ghost Recon Phantoms - EU,7.8,1,2,11
38,48845802,Left 4 Dead,1.1,1,2,11
38,48845802,SMITE,0.9,1,2,11
38,48845802,Ricochet,0.3,1,2,11
38,48845802,Kane & Lynch 2 Dog Days,0.2,1,2,11
39,226212066,Counter-Strike Global Offensive,94,1,2,10
39,226212066,Unturned,15,1,2,10
39,226212066,Garry's Mod,10.8,1,2,10
39,226212066,PAYDAY 2,6.7,1,2,10
39,226212066,Team Fortress 2,3.6,1,2,10
39,226212066,Infinite Crisis,2.4,1,2,10
39,226212066,AdVenture Capitalist,2.1,1,2,10
39,226212066,DiggerOnline,0.9,1,2,10
39,226212066,Survarium,0.7,1,2,10
39,226212066,Heroes & Generals,0.2,1,2,10
40,221430493,Dota 2,5.3,1,2,1
41,62923086,Counter-Strike,91,1,2,1
42,250006052,The Elder Scrolls V Skyrim,465,1,2,2
42,250006052,Project CARS,40,1,2,2
43,65117175,Defense Grid The Awakening,66,1,2,68
43,65117175,Broken Age,35,1,2,68
43,65117175,Cloud Chamber,22,1,2,68
43,65117175,Stacking,19.6,1,2,68
43,65117175,Ghostbusters The Video Game,16.3,1,2,68
43,65117175,Faerie Solitaire,14.7,1,2,68
43,65117175,Dreamfall Chapters,14.6,1,2,68
43,65117175,Portal Stories Mel,14.3,1,2,68
43,65117175,Universe Sandbox,13.3,1,2,68
43,65117175,Portal 2,11.3,1,2,68
43,65117175,Toki Tori,11.2,1,2,68
43,65117175,The Wonderful End of the World,10.5,1,2,68
43,65117175,Hacker Evolution,9.5,1,2,68
43,65117175,Portal,9.1,1,2,68
43,65117175,Thomas Was Alone,9,1,2,68
43,65117175,Little Inferno,8.9,1,2,68
43,65117175,BIT.TRIP RUNNER,8.6,1,2,68
43,65117175,The Stanley Parable,7.1,1,2,68
43,65117175,Costume Quest,7.1,1,2,68
43,65117175,RUSH,7.1,1,2,68
43,65117175,Return to Mysterious Island 2,5.9,1,2,68
43,65117175,World of Goo,5.9,1,2,68
43,65117175,Deus Ex Game of the Year Edition,5.6,1,2,68
43,65117175,Portal 2 - The Final Hours,5.6,1,2,68
43,65117175,AaAaAA!!! - A Reckless Disregard for Gravity,5.3,1,2,68
43,65117175,Audiosurf,5.2,1,2,68
43,65117175,Machinarium,5.1,1,2,68
43,65117175,VVVVVV,5.1,1,2,68
43,65117175,GEARCRACK Arena,4.7,1,2,68
43,65117175,Quantum Conundrum,4.3,1,2,68
43,65117175,Mission Control NanoMech,4.1,1,2,68
43,65117175,Defense Grid 2 A Matter of Endurance,4.1,1,2,68
43,65117175,Alan Wake's American Nightmare,3.7,1,2,68
43,65117175,Sam & Max 101 Culture Shock,3.7,1,2,68
43,65117175,Back to the Future Ep 2 - Get Tannen!,3.6,1,2,68
43,65117175,The Ball,3.6,1,2,68
43,65117175,Torchlight II,3.6,1,2,68
43,65117175,Back to the Future Ep 5 - OUTATIME,3.4,1,2,68
43,65117175,Amnesia The Dark Descent,3.3,1,2,68
43,65117175,Sam & Max 102 Situation Comedy,3.2,1,2,68
43,65117175,Jamestown,3.2,1,2,68
43,65117175,Oozi Earth Adventure,3.1,1,2,68
43,65117175,Back to the Future Ep 1 - It's About Time,2.9,1,2,68
43,65117175,Back to the Future Ep 4 - Double Visions,2.8,1,2,68
43,65117175,Organ Trail Director's Cut,2.7,1,2,68
43,65117175,Back to the Future Ep 3 - Citizen Brown,2.6,1,2,68
43,65117175,Fester Mudd Curse of the Gold - Episode 1,2.3,1,2,68
43,65117175,BIT.TRIP BEAT,2.2,1,2,68
43,65117175,Braid,2.2,1,2,68
43,65117175,A Virus Named TOM,2.1,1,2,68
43,65117175,FTL Faster Than Light,2,1,2,68
43,65117175,Atom Zombie Smasher ,2,1,2,68
43,65117175,Team Fortress 2,1.3,1,2,68
43,65117175,Super Meat Boy,1.2,1,2,68
43,65117175,1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby),1.2,1,2,68
43,65117175,Bastion,1.1,1,2,68
43,65117175,Osmos,1,1,2,68
43,65117175,Cogs,1,1,2,68
43,65117175,Botanicula,0.9,1,2,68
43,65117175,Killing Floor,0.9,1,2,68
43,65117175,And Yet It Moves,0.8,1,2,68
43,65117175,NightSky,0.6,1,2,68
43,65117175,Ticket to Ride,0.5,1,2,68
43,65117175,Penumbra Overture,0.4,1,2,68
43,65117175,Dear Esther,0.3,1,2,68
43,65117175,Crayon Physics Deluxe,0.3,1,2,68
43,65117175,Lucid,0.2,1,2,68
43,65117175,Critical Mass,0.1,1,2,68
44,227944885,Dota 2,62,1,2,1
45,144004384,Dota 2,22,1,2,1
46,236557903,Team Fortress 2,2,1,2,3
46,236557903,S.K.I.L.L. - Special Force 2,0.9,1,2,3
46,236557903,BLOCKADE 3D,0.3,1,2,3
47,11373749,Team Fortress 2,762,1,2,204
47,11373749,Rocket League,348,1,2,204
47,11373749,Left 4 Dead 2,270,1,2,204
47,11373749,The Elder Scrolls V Skyrim,220,1,2,204
47,11373749,Audiosurf,113,1,2,204
47,11373749,Fallout 3 - Game of the Year Edition,105,1,2,204
47,11373749,The Elder Scrolls IV Oblivion ,99,1,2,204
47,11373749,Terraria,84,1,2,204
47,11373749,Assassin's Creed Brotherhood,62,1,2,204
47,11373749,Grand Theft Auto V,61,1,2,204
47,11373749,Saints Row 2,58,1,2,204
47,11373749,Grand Theft Auto Episodes from Liberty City,57,1,2,204
47,11373749,The Witcher Enhanced Edition,56,1,2,204
47,11373749,Super Meat Boy,46,1,2,204
47,11373749,Left 4 Dead,44,1,2,204
47,11373749,Saints Row The Third,44,1,2,204
47,11373749,Batman Arkham Origins,41,1,2,204
47,11373749,The Witcher 2 Assassins of Kings Enhanced Edition,39,1,2,204
47,11373749,The Elder Scrolls III Morrowind,38,1,2,204
47,11373749,Bookworm Adventures Deluxe,38,1,2,204
47,11373749,Star Wars Knights of the Old Republic,36,1,2,204
47,11373749,Watch_Dogs,32,1,2,204
47,11373749,Sleeping Dogs,31,1,2,204
47,11373749,GRID,31,1,2,204
47,11373749,Hidden Object Bundle 4 in 1,27,1,2,204
47,11373749,Darksiders,24,1,2,204
47,11373749,Worms Reloaded,23,1,2,204
47,11373749,FlatOut Ultimate Carnage,23,1,2,204
47,11373749,SimCity 4 Deluxe,23,1,2,204
47,11373749,Portal 2,22,1,2,204
47,11373749,Call of Duty Black Ops - Multiplayer,21,1,2,204
47,11373749,Rogue Legacy,21,1,2,204
47,11373749,Trine,21,1,2,204
47,11373749,Chivalry Medieval Warfare,19.9,1,2,204
47,11373749,Spelunky,19.8,1,2,204
47,11373749,Ghost Master,19.7,1,2,204
47,11373749,Peggle Deluxe,19.7,1,2,204
47,11373749,Alan Wake,19.5,1,2,204
47,11373749,Peggle Nights,19.5,1,2,204
47,11373749,Sherlock Holmes Nemesis,19.4,1,2,204
47,11373749,Puzzler World 2,19.1,1,2,204
47,11373749,Tomb Raider,18.3,1,2,204
47,11373749,Bejeweled 3,18.2,1,2,204
47,11373749,Half-Life 2,18.1,1,2,204
47,11373749,Alice Madness Returns,17.3,1,2,204
47,11373749,BioShock,17.1,1,2,204
47,11373749,The Book of Unwritten Tales,15.4,1,2,204
47,11373749,FEZ,15,1,2,204
47,11373749,The Movies,14.5,1,2,204
47,11373749,Guacamelee! Gold Edition,14.4,1,2,204
47,11373749,The Walking Dead,14,1,2,204
47,11373749,MacGuffin's Curse,13.8,1,2,204
47,11373749,The Testament of Sherlock Holmes,13.8,1,2,204
47,11373749,Bully Scholarship Edition,13.5,1,2,204
47,11373749,Indigo Prophecy,12.8,1,2,204
47,11373749,Just Cause 2,12.7,1,2,204
47,11373749,Crazy Machines 2,12.6,1,2,204
47,11373749,The Secret of Monkey Island Special Edition,12.4,1,2,204
47,11373749,Kingdoms of Amalur Reckoning,12.4,1,2,204
47,11373749,"Cook, Serve, Delicious!",11.6,1,2,204
47,11373749,Deponia The Complete Journey,11.3,1,2,204
47,11373749,Game Dev Tycoon,11.3,1,2,204
47,11373749,Prison Architect,11.2,1,2,204
47,11373749,Bastion,11.1,1,2,204
47,11373749,Call of Duty Modern Warfare 2,11,1,2,204
47,11373749,Tales of Monkey Island Chapter 1 - Launch of the Screaming Narwhal,10.7,1,2,204
47,11373749,DiRT 2,10.5,1,2,204
47,11373749,Worms Clan Wars,10.4,1,2,204
47,11373749,Ghostbusters The Video Game,10.1,1,2,204
47,11373749,Monkey Island 2 Special Edition,9.8,1,2,204
47,11373749,Vessel,9.7,1,2,204
47,11373749,Dishonored,9.7,1,2,204
47,11373749,4 Elements,9.4,1,2,204
47,11373749,Cryostasis,9.3,1,2,204
47,11373749,The Ball,9,1,2,204
47,11373749,TrackMania Stadium,8.8,1,2,204
47,11373749,Aura Fate of the Ages,8.4,1,2,204
47,11373749,Cave Story+,7.9,1,2,204
47,11373749,Scribblenauts Unlimited,7.8,1,2,204
47,11373749,Eets,7.8,1,2,204
47,11373749,Trials 2 Second Edition,7.7,1,2,204
47,11373749,Grim Legends The Forsaken Bride,7.7,1,2,204
47,11373749,Call of Duty Modern Warfare 2 - Multiplayer,7.7,1,2,204
47,11373749,Machinarium,7.6,1,2,204
47,11373749,Call of Duty Black Ops,7.5,1,2,204
47,11373749,Nightmares from the Deep 2 The Siren`s Call,7.4,1,2,204
47,11373749,Banished,7.2,1,2,204
47,11373749,Lara Croft and the Guardian of Light,7.2,1,2,204
47,11373749,Antichamber,7.2,1,2,204
47,11373749,Goat Simulator,7,1,2,204
47,11373749,Tales of Monkey Island Chapter 2 - The Siege of Spinner Cay ,7,1,2,204
47,11373749,The Jackbox Party Pack,7,1,2,204
47,11373749,Abyss The Wraiths of Eden,6.8,1,2,204
47,11373749,Anodyne,6.7,1,2,204
47,11373749,Tales of Monkey Island Chapter 3 - Lair of the Leviathan ,6.7,1,2,204
47,11373749,Penumbra Overture,6.6,1,2,204
47,11373749,Singularity,6.6,1,2,204
47,11373749,Osmos,6.5,1,2,204
47,11373749,The Maw,6.5,1,2,204
